Wall time,Step,Value
1733183691.4408479,2651,-1.0
1733183692.078927,2655,0.0
1733183693.023276,2661,0.0
1733183695.099085,2674,0.0
1733183695.7404292,2678,0.0
1733183696.068584,2680,0.0
1733183696.860405,2685,0.0
1733183697.328127,2688,0.0
1733183697.638047,2690,-1.0
1733183698.284708,2694,0.0
1733183699.080491,2699,-1.0
1733183699.731358,2703,0.0
1733183700.370503,2707,0.0
1733183700.866561,2710,0.0
1733183702.304169,2719,0.0
1733183703.29252,2725,0.0
1733183704.927422,2735,-1.0
1733183705.094284,2736,0.0
1733183705.253786,2737,0.0
1733183705.746725,2740,0.0
1733183705.905403,2741,-1.0
1733183706.711224,2746,0.0
1733183707.041384,2748,0.0
1733183707.684781,2752,0.0
1733183707.846168,2753,0.15000000596046448
1733183708.003356,2754,0.0
1733183708.170472,2755,0.03703703731298447
1733183708.322487,2756,-1.0
1733183708.4872801,2757,0.0
1733183708.6480849,2758,0.0
1733183709.9229581,2766,0.0
1733183710.411937,2769,0.0
1733183711.391074,2775,0.0
1733183712.044136,2779,0.0
1733183713.665281,2789,-1.0
1733183713.8289611,2790,0.0
1733183713.9869921,2791,0.0
1733183715.097266,2798,-1.0
1733183715.899413,2803,0.0
1733183716.3958058,2806,0.0
1733183716.7080991,2808,0.0
1733183716.8656461,2809,0.0
1733183717.030887,2810,-1.0
1733183717.191364,2811,0.0
1733183717.8339589,2815,0.0
1733183719.124395,2823,0.0
1733183719.285603,2824,0.0
1733183719.782893,2827,0.006410256493836641
1733183720.118243,2829,0.0
1733183720.2781272,2830,0.0
1733183720.606127,2832,0.0
1733183721.4182882,2837,-1.0
1733183722.566396,2844,0.0
1733183722.894903,2846,0.0
1733183723.3873532,2849,-1.0
1733183723.7008681,2851,0.0
1733183724.59477,2856,0.0
1733183725.0853179,2859,0.0
1733183725.583277,2862,0.0
1733183727.042502,2871,0.0
1733183727.207031,2872,0.0
1733183727.688766,2875,0.0
1733183728.1785731,2878,0.0
1733183728.507721,2880,0.013888888992369175
1733183728.670822,2881,0.023255813866853714
1733183729.691116,2887,0.0
1733183730.162928,2890,0.0
1733183730.334524,2891,-1.0
1733183730.659436,2893,0.0
1733183731.152645,2896,0.0
1733183731.479726,2898,0.0
1733183731.804854,2900,0.043478261679410934
1733183732.278784,2903,0.0
1733183732.437002,2904,0.0
1733183732.60462,2905,0.02500000037252903
1733183733.775147,2912,-1.0
1733183734.55404,2917,0.0
1733183734.891823,2919,0.0
1733183735.059563,2920,0.0
1733183735.245287,2921,-1.0
1733183735.951275,2925,0.0
1733183736.1102982,2926,0.0
1733183736.928886,2931,0.0
1733183737.0862138,2932,0.0
1733183737.7355032,2936,-1.0
1733183738.224403,2939,0.0
1733183738.394987,2940,0.03773584961891174
1733183738.7081048,2942,0.0
1733183739.857568,2949,0.0
1733183740.022198,2950,0.0
1733183740.834684,2955,0.0
1733183742.810174,2967,0.0
1733183743.622952,2972,-1.0
1733183743.9422941,2974,0.012658228166401386
1733183744.112694,2975,-1.0
1733183744.596905,2978,-1.0
1733183744.75889,2979,0.0
1733183746.1878002,2988,0.0
1733183747.177686,2994,0.0
1733183747.812279,2998,0.0
1733183747.9798641,2999,-1.0
