Wall time,Step,Value
1733183498.6298518,1438,3803072.0
1733183498.947644,1440,18016932.0
1733183499.269421,1442,18016556.0
1733183500.571698,1450,6567436.0
1733183501.37432,1455,18402024.0
1733183501.531716,1456,18401760.0
1733183503.007734,1465,36171404.0
1733183503.170774,1466,36170888.0
1733183504.982843,1477,57414432.0
1733183505.75867,1482,20055242.0
1733183506.240337,1485,12496308.0
1733183506.407344,1486,12496108.0
1733183506.891467,1489,24514218.0
1733183507.208936,1491,19192626.0
1733183507.368309,1492,19192440.0
1733183508.6803358,1500,20170382.0
1733183508.845612,1501,20165914.0
1733183509.005974,1502,20165590.0
1733183509.175322,1503,6595561.0
1733183509.678384,1506,37599784.0
1733183510.006041,1508,37598988.0
1733183510.17065,1509,16713018.0
1733183510.3408792,1510,16712770.0
1733183511.691158,1518,7893876.0
1733183512.5216691,1523,14727819.0
1733183512.689564,1524,32299172.0
1733183513.176088,1527,16065745.0
1733183514.384913,1534,14204694.0
1733183514.6971798,1536,18561648.0
1733183516.347231,1546,21958970.0
1733183517.142613,1551,19003964.0
1733183517.3069708,1552,19003754.0
1733183517.636687,1554,9486510.0
1733183517.79368,1555,9486385.0
1733183518.766285,1561,6625163.5
1733183518.926107,1562,6625032.5
1733183519.94174,1568,13505212.0
1733183520.112868,1569,13331996.0
1733183521.67732,1578,2903301.75
1733183522.316465,1582,5268215.5
1733183522.6419709,1584,25556590.0
1733183523.287426,1588,15349644.0
1733183524.6517382,1597,8171903.5
1733183524.979129,1599,16136454.0
1733183525.4615092,1602,45775168.0
1733183525.7933812,1604,45773648.0
1733183525.939927,1605,12214680.0
1733183526.6728761,1610,10403918.0
1733183527.143862,1613,2958729.0
1733183527.9553752,1618,15860456.0
1733183528.277322,1620,14574146.0
1733183528.84638,1624,5724585.5
1733183529.139804,1626,12511289.0
1733183529.298037,1627,12511140.0
1733183529.4692101,1628,12510967.0
1733183529.810487,1630,14401712.0
1733183530.1522229,1632,35406852.0
1733183530.9296389,1637,23759234.0
1733183531.3815029,1640,18468640.0
1733183531.687787,1642,12267676.0
1733183532.1830049,1645,16009736.0
1733183532.687673,1648,16376896.0
1733183533.285462,1652,13300439.0
1733183533.716495,1655,15160156.0
1733183534.362634,1659,14298519.0
1733183534.5352802,1660,14298361.0
1733183534.696608,1661,14298178.0
1733183535.761641,1668,15387165.0
1733183536.056767,1670,15386772.0
1733183536.3869681,1672,14043886.0
1733183536.908841,1675,31146264.0
1733183537.082274,1676,31145888.0
1733183538.0075278,1682,17241712.0
1733183538.172077,1683,25977044.0
1733183538.822388,1687,1778892.75
1733183539.511934,1691,11721177.0
1733183540.0193229,1694,15330721.0
1733183540.170978,1695,25446316.0
1733183540.322305,1696,25446054.0
1733183540.480078,1697,25445724.0
1733183540.783689,1699,28422528.0
1733183541.296798,1702,32141966.0
1733183542.433845,1709,27950232.0
1733183542.587345,1710,33427762.0
1733183543.3722408,1715,15669497.0
1733183543.722968,1717,25795374.0
1733183543.892961,1718,25794990.0
1733183544.0639622,1719,27568380.0
1733183545.437548,1728,8856382.0
1733183546.1142972,1732,16394563.0
1733183546.2850251,1733,16394337.0
1733183546.4529438,1734,12307114.0
1733183546.626004,1735,12306948.0
1733183546.9151978,1737,7244663.0
1733183547.6715279,1742,6730451.5
1733183547.817939,1743,16256534.0
1733183548.1730042,1745,16256172.0
1733183548.351129,1746,3695379.25
1733183548.529233,1747,3695296.5
1733183549.01748,1750,5647161.0
1733183549.345935,1752,14183777.0
1733183549.497867,1753,14183653.0
1733183549.6695318,1754,14183506.0
1733183551.165911,1763,17147056.0
1733183551.6260412,1766,19671048.0
1733183553.105432,1775,7431446.5
1733183554.052005,1781,12627464.0
1733183554.2094421,1782,16152330.0
1733183555.189666,1788,2631821.0
1733183555.359199,1789,2631777.75
1733183555.51263,1790,2631732.25
1733183555.847318,1792,23147554.0
1733183556.706887,1798,19400768.0
1733183557.6574779,1804,6017374.5
1733183557.827434,1805,6017264.5
1733183559.043075,1813,40052932.0
1733183559.190887,1814,40052404.0
1733183559.702997,1817,9529681.0
1733183560.200355,1820,18019780.0
1733183560.801823,1824,7440717.5
1733183561.089599,1826,7440496.0
1733183561.6986299,1830,14321588.0
1733183562.6705952,1836,12243728.0
1733183563.251464,1840,5416641.0
1733183563.394315,1841,5420323.5
1733183563.852779,1844,20102130.0
1733183564.1803079,1846,19913794.0
1733183564.678578,1849,15254899.0
1733183565.315736,1853,12297743.0
1733183565.58729,1855,5331588.0
1733183565.898769,1857,27039334.0
1733183566.0422919,1858,27039090.0
1733183566.18788,1859,27038784.0
1733183567.332216,1866,7982906.0
1733183567.6293938,1868,7982679.5
1733183567.773807,1869,55006776.0
1733183568.658965,1875,4681704.5
1733183568.828502,1876,4681617.5
1733183568.977514,1877,4681527.5
1733183569.30278,1879,26968844.0
1733183569.6412559,1881,39319236.0
1733183571.558079,1893,13706688.0
1733183572.911639,1902,10242790.0
1733183573.541594,1906,20529034.0
1733183574.3724642,1911,12817174.0
1733183574.531559,1912,12817017.0
1733183575.2675781,1917,13437480.0
1733183575.412727,1918,13437294.0
1733183575.581236,1919,13437091.0
1733183576.2154508,1923,12514584.0
1733183576.37787,1924,12514421.0
1733183577.2729752,1930,13682308.0
1733183577.8663092,1934,21999130.0
1733183578.036025,1935,7752235.5
1733183578.201874,1936,7752100.5
1733183578.5322182,1938,15609994.0
1733183578.689717,1939,15609814.0
1733183579.462521,1944,4663406.0
1733183579.9285781,1947,4388000.5
1733183580.243118,1949,4387858.0
1733183580.7519271,1952,14714232.0
1733183581.263624,1955,9112277.0
1733183581.700039,1958,14647385.0
1733183581.995733,1960,8395015.0
1733183582.9208992,1966,8618007.0
1733183583.085411,1967,8617890.0
1733183583.408372,1969,13777526.0
1733183583.711106,1971,54137028.0
1733183585.10004,1980,20365504.0
1733183585.26948,1981,20365286.0
1733183585.43464,1982,20365024.0
1733183585.595516,1983,13564673.0
1733183587.745728,1997,16055628.0
1733183588.418785,2001,12761334.0
1733183589.054106,2005,8165539.0
1733183589.214394,2006,8165386.5
1733183589.721471,2009,12384943.0
1733183589.8884108,2010,23146932.0
1733183590.391623,2013,9471979.0
1733183590.681768,2015,9471713.0
1733183590.9712682,2017,1661590.75
1733183591.75439,2022,29005098.0
1733183592.252269,2025,12561435.0
1733183592.5831501,2027,12561110.0
1733183592.7537138,2028,25813330.0
1733183593.074872,2030,25812806.0
1733183593.52545,2033,35932648.0
1733183593.9801018,2036,11125855.0
1733183594.3164039,2038,32485396.0
1733183594.809451,2041,14258670.0
1733183595.311996,2044,2415936.0
1733183595.458585,2045,2415886.75
1733183595.883035,2048,17373142.0
1733183596.361919,2051,14401534.0
1733183597.639054,2059,7319633.5
1733183597.798808,2060,7319522.5
1733183598.108375,2062,30096424.0
1733183598.8998022,2067,16216440.0
1733183599.7437,2072,19413250.0
1733183599.900505,2073,4747943.5
1733183600.047812,2074,4747875.5
1733183600.339009,2076,7370894.5
1733183600.48887,2077,7370809.5
1733183600.773249,2079,17145528.0
1733183601.093535,2081,17145154.0
1733183601.586354,2084,8713821.0
1733183601.75711,2085,17219068.0
1733183602.378891,2089,14654592.0
1733183603.118124,2094,4791289.5
1733183603.43105,2096,4791127.0
1733183604.445754,2102,4454485.5
1733183604.588403,2103,17999398.0
1733183604.735065,2104,17999248.0
1733183604.8902998,2105,17999060.0
1733183605.044843,2106,17247446.0
1733183605.492782,2109,5349389.0
1733183605.818965,2111,5349230.0
1733183606.313625,2114,31998732.0
1733183606.4785001,2115,12736399.0
1733183606.938616,2118,11358826.0
1733183607.223495,2120,11358539.0
1733183607.511292,2122,25173584.0
1733183607.6546838,2123,25173286.0
1733183607.805695,2124,20342792.0
1733183608.4571671,2128,63829984.0
1733183609.088031,2132,34886544.0
1733183609.2373729,2133,15679122.0
1733183609.4060328,2134,15678912.0
1733183609.999135,2138,13396531.0
1733183610.170306,2139,20972444.0
1733183610.4924018,2141,20971912.0
1733183610.6568341,2142,6137526.5
1733183610.993074,2144,6137256.0
1733183611.1557949,2145,28510932.0
1733183611.2960992,2146,28510652.0
1733183611.587297,2148,11831708.0
1733183611.736863,2149,11831530.0
1733183612.042183,2151,9792766.0
1733183612.518253,2154,9435854.0
1733183612.8422961,2156,9435656.0
1733183613.01766,2157,9934264.0
1733183613.969287,2163,9926434.0
1733183614.109287,2164,9926301.0
1733183614.250634,2165,9926154.0
1733183614.886987,2169,6200661.0
1733183615.22306,2171,6200495.5
1733183615.559475,2173,16440334.0
1733183616.200264,2177,16790270.0
1733183617.282655,2184,9588241.0
1733183617.779221,2187,10193588.0
1733183618.116653,2189,10193282.0
1733183618.419279,2191,14467188.0
1733183618.559628,2192,14466998.0
1733183619.1644,2196,17357218.0
1733183619.495373,2198,17356788.0
1733183619.670558,2199,22204202.0
1733183619.837842,2200,22203954.0
1733183620.34567,2203,12399861.0
1733183620.507906,2204,12399724.0
1733183620.961169,2207,15940518.0
1733183621.102203,2208,8020844.0
1733183621.5599842,2211,8946592.0
1733183622.0587132,2214,11147428.0
1733183622.709109,2218,8972152.0
1733183623.6281228,2224,17070636.0
1733183623.784014,2225,17070416.0
1733183624.27301,2228,7960161.0
1733183624.4471822,2229,17666276.0
1733183624.786231,2231,17665880.0
1733183625.116585,2233,12179466.0
1733183625.259907,2234,12179316.0
1733183625.559488,2236,3589678.75
1733183625.70657,2237,3589624.0
1733183626.010753,2239,17275150.0
1733183626.157495,2240,17274964.0
1733183626.316292,2241,27190242.0
1733183626.4774039,2242,27190004.0
1733183626.792174,2244,12441540.0
1733183627.127127,2246,12441211.0
1733183627.296559,2247,16348453.0
1733183627.902389,2251,11685488.0
1733183628.0463202,2252,11685308.0
1733183628.333119,2254,19942036.0
1733183628.7987819,2257,11823968.0
1733183629.114249,2259,6148630.0
1733183629.6068962,2262,11079591.0
1733183631.499936,2274,15979595.0
1733183632.1309178,2278,10809632.0
1733183632.584915,2281,13389961.0
1733183633.369316,2286,19092538.0
1733183633.691037,2288,19092124.0
1733183634.186931,2291,20573402.0
1733183635.087178,2297,19542850.0
1733183635.249535,2298,11458653.0
1733183635.534372,2300,11458362.0
1733183636.02559,2303,31972412.0
1733183636.513682,2306,18475654.0
1733183636.668604,2307,17131578.0
